AmountLabel,AmountUnits,StateLabelX,StateLabelY,PrimaryStratumLabel,SecondaryStratumLabel,TertiaryStratumLabel,TimestepUnits
Area,Hectares,LULC,Subclass,Primary Strata,Secondary Strata,Tertiary Strata,Year
