Iteration,Timestep,StratumID,SecondaryStratumID,TertiaryStratumID,StateClassID,AgeMin,AgeMax,FlowGroupID,FlowMultiplierTypeID,Value,DistributionType,DistributionFrequencyID,DistributionSD,DistributionMin,DistributionMax
,,,,,Shrubland: Non-sage,,,Decay: AG Medium -> AG Slow [Type],,0.0078,,,,,
,,,,,Shrubland: Non-sage,,,Decay: AG Very Fast -> AG Slow [Type],,0.0871,,,,,
,,,,,Shrubland: Non-sage,,,Decay: BG Fast -> BG Slow [Type],,0.0298,,,,,
,,,,,Shrubland: Non-sage,,,Decay: BG Very Fast -> BG Slow [Type],,0.1039,,,,,
,,,,,Shrubland: Non-sage,,,Decay: Snag Branch -> AG Slow [Type],,0.0149,,,,,
,,,,,Shrubland: Non-sage,,,Decay: Snag Stem -> AG Slow [Type],,0.0039,,,,,
,,,,,Shrubland: Non-sage,,,Emission: AG Fast -> Atmosphere [Type],,0.1455,,,,,
,,,,,Shrubland: Non-sage,,,Emission: AG Medium -> Atmosphere [Type],,0.0379,,,,,
,,,,,Shrubland: Non-sage,,,Emission: AG Slow -> Atmosphere [Type],,0.0199,,,,,
,,,,,Shrubland: Non-sage,,,Emission: AG Very Fast -> Atmosphere [Type],,0.3836,,,,,
,,,,,Shrubland: Non-sage,,,Emission: BG Fast -> Atmosphere [Type],,0.1455,,,,,
,,,,,Shrubland: Non-sage,,,Emission: BG Slow -> Atmosphere [Type],,0.0033,,,,,
,,,,,Shrubland: Non-sage,,,Emission: BG Very Fast -> Atmosphere [Type],,0.5071,,,,,
,,,,,Shrubland: Non-sage,,,Emission: Snag Branch -> Atmosphere [Type],,0.0728,,,,,
,,,,,Shrubland: Non-sage,,,Emission: Snag Stem -> Atmosphere [Type],,0.019,,,,,
,,,,,Shrubland: Non-sage,,,Net Growth Non Forest: Atmosphere -> Coarse Roots [Type],,0.0978,,,,,
,,,,,Shrubland: Non-sage,,,Net Growth Non Forest: Atmosphere -> Fine Roots [Type],,0.3882,,,,,
,,,,,Shrubland: Non-sage,,,Net Growth Non Forest: Atmosphere -> Foliage [Type],,0.3182,,,,,
,,,,,Shrubland: Non-sage,,,Net Growth Non Forest: Atmosphere -> Merchantable [Type],,0,,,,,
,,,,,Shrubland: Non-sage,,,Net Growth Non Forest: Atmosphere -> Other Wood [Type],,0.1956,,,,,
,,,,,Shrubland: Non-sage,,,Transfer: AG Slow -> BG Slow [Type],,0.006,,,,,
,,,,,Shrubland: Non-sage,,,Transfer: Snag Branch -> AG Fast [Type],,0.1,,,,,
,,,,,Shrubland: Non-sage,,,Transfer: Snag Stem -> AG Medium [Type],,0.032,,,,,
,,,,,Shrubland: Chaparral,,,Biomass Turnover: Coarse Roots -> AG Fast [Type],,0.0238,,,,,
,,,,,Shrubland: Chaparral,,,Biomass Turnover: Coarse Roots -> BG Fast [Type],,0.0238,,,,,
,,,,,Shrubland: Chaparral,,,Biomass Turnover: Fine Roots -> AG Very Fast [Type],,0.2501,,,,,
,,,,,Shrubland: Chaparral,,,Biomass Turnover: Fine Roots -> BG Very Fast [Type],,0.2501,,,,,
,,,,,Shrubland: Chaparral,,,Biomass Turnover: Foliage -> AG Very Fast [Type],,0.5003,,,,,
,,,,,Shrubland: Chaparral,,,Biomass Turnover: Merchantable -> Snag Stems [Type],,0.005,,,,,
,,,,,Shrubland: Chaparral,,,Biomass Turnover: Other Wood -> AG Fast [Type],,0.0357,,,,,
,,,,,Shrubland: Chaparral,,,Biomass Turnover: Other Wood -> Snag Branches [Type],,0.0119,,,,,
,,,,,Shrubland: Chaparral,,,Decay: AG Fast -> AG Slow [Type],,0.0298,,,,,
,,,,,Shrubland: Chaparral,,,Decay: AG Medium -> AG Slow [Type],,0.0078,,,,,
,,,,,Shrubland: Chaparral,,,Decay: AG Very Fast -> AG Slow [Type],,0.0871,,,,,
,,,,,Shrubland: Chaparral,,,Decay: BG Fast -> BG Slow [Type],,0.0298,,,,,
,,,,,Shrubland: Chaparral,,,Decay: BG Very Fast -> BG Slow [Type],,0.1039,,,,,
,,,,,Shrubland: Chaparral,,,Decay: Snag Branch -> AG Slow [Type],,0.0149,,,,,
,,,,,Shrubland: Chaparral,,,Decay: Snag Stem -> AG Slow [Type],,0.0039,,,,,
,,,,,Shrubland: Chaparral,,,Emission: AG Fast -> Atmosphere [Type],,0.1455,,,,,
,,,,,Shrubland: Chaparral,,,Emission: AG Medium -> Atmosphere [Type],,0.0379,,,,,
,,,,,Shrubland: Chaparral,,,Emission: AG Slow -> Atmosphere [Type],,0.0199,,,,,
,,,,,Shrubland: Chaparral,,,Emission: AG Very Fast -> Atmosphere [Type],,0.3836,,,,,
,,,,,Shrubland: Chaparral,,,Emission: BG Fast -> Atmosphere [Type],,0.1455,,,,,
,,,,,Shrubland: Chaparral,,,Emission: BG Slow -> Atmosphere [Type],,0.0033,,,,,
,,,,,Shrubland: Chaparral,,,Emission: BG Very Fast -> Atmosphere [Type],,0.5071,,,,,
,,,,,Shrubland: Chaparral,,,Emission: Snag Branch -> Atmosphere [Type],,0.0728,,,,,
,,,,,Shrubland: Chaparral,,,Emission: Snag Stem -> Atmosphere [Type],,0.019,,,,,
,,,,,Shrubland: Chaparral,,,Net Growth Non Forest: Atmosphere -> Coarse Roots [Type],,0.0978,,,,,
,,,,,Shrubland: Chaparral,,,Net Growth Non Forest: Atmosphere -> Fine Roots [Type],,0.3882,,,,,
,,,,,Shrubland: Chaparral,,,Net Growth Non Forest: Atmosphere -> Foliage [Type],,0.3182,,,,,
,,,,,Shrubland: Chaparral,,,Net Growth Non Forest: Atmosphere -> Merchantable [Type],,0,,,,,
,,,,,Shrubland: Chaparral,,,Net Growth Non Forest: Atmosphere -> Other Wood [Type],,0.1956,,,,,
,,,,,Shrubland: Chaparral,,,Transfer: AG Slow -> BG Slow [Type],,0.006,,,,,
,,,,,Shrubland: Chaparral,,,Transfer: Snag Branch -> AG Fast [Type],,0.1,,,,,
,,,,,Shrubland: Chaparral,,,Transfer: Snag Stem -> AG Medium [Type],,0.032,,,,,
,,,,,Grassland: Natural Perennial,,,Biomass Turnover: Coarse Roots -> AG Fast [Type],,0.01,,,,,
,,,,,Grassland: Natural Perennial,,,Biomass Turnover: Coarse Roots -> BG Fast [Type],,0.01,,,,,
,,,,,Grassland: Natural Perennial,,,Biomass Turnover: Fine Roots -> AG Very Fast [Type],,0.25,,,,,
,,,,,Grassland: Natural Perennial,,,Biomass Turnover: Fine Roots -> BG Very Fast [Type],,0.25,,,,,
,,,,,Grassland: Natural Perennial,,,Biomass Turnover: Foliage -> AG Very Fast [Type],,0.5,,,,,
,,,,,Grassland: Natural Perennial,,,Biomass Turnover: Merchantable -> Snag Stems [Type],,0.005,,,,,
,,,,,Grassland: Natural Perennial,,,Biomass Turnover: Other Wood -> AG Fast [Type],,0.03,,,,,
,,,,,Grassland: Natural Perennial,,,Biomass Turnover: Other Wood -> Snag Branches [Type],,0.01,,,,,
,,,,,Grassland: Natural Perennial,,,Decay: AG Fast -> AG Slow [Type],,0.024,,,,,
,,,,,Grassland: Natural Perennial,,,Decay: AG Medium -> AG Slow [Type],,0.0062,,,,,
,,,,,Grassland: Natural Perennial,,,Decay: AG Very Fast -> AG Slow [Type],,0.064,,,,,
,,,,,Grassland: Natural Perennial,,,Decay: BG Fast -> BG Slow [Type],,0.024,,,,,
,,,,,Grassland: Natural Perennial,,,Decay: BG Very Fast -> BG Slow [Type],,0.0835,,,,,
,,,,,Grassland: Natural Perennial,,,Decay: Snag Branch -> AG Slow [Type],,0.012,,,,,
,,,,,Grassland: Natural Perennial,,,Decay: Snag Stem -> AG Slow [Type],,0.0031,,,,,
,,,,,Grassland: Natural Perennial,,,Emission: AG Fast -> Atmosphere [Type],,0.117,,,,,
,,,,,Grassland: Natural Perennial,,,Emission: AG Medium -> Atmosphere [Type],,0.0305,,,,,
,,,,,Grassland: Natural Perennial,,,Emission: AG Slow -> Atmosphere [Type],,0.0146,,,,,
,,,,,Grassland: Natural Perennial,,,Emission: AG Very Fast -> Atmosphere [Type],,0.2822,,,,,
,,,,,Grassland: Natural Perennial,,,Emission: BG Fast -> Atmosphere [Type],,0.117,,,,,
,,,,,Grassland: Natural Perennial,,,Emission: BG Slow -> Atmosphere [Type],,0.0033,,,,,
,,,,,Grassland: Natural Perennial,,,Emission: BG Very Fast -> Atmosphere [Type],,0.4077,,,,,
,,,,,Grassland: Natural Perennial,,,Emission: Snag Branch -> Atmosphere [Type],,0.0585,,,,,
,,,,,Grassland: Natural Perennial,,,Emission: Snag Stem -> Atmosphere [Type],,0.0152,,,,,
