Iteration,Timestep,FromStratumID,FromSecondaryStratumID,FromTertiaryStratumID,FromStateClassID,FromAgeMin,FromStockTypeID,ToStratumID,ToStateClassID,ToAgeMin,ToStockTypeID,TransitionGroupID,StateAttributeTypeID,FlowTypeID,TargetType,Multiplier,TransferToStratumID,TransferToSecondaryStratumID,TransferToTertiaryStratumID,TransferToStateClassID,TransferToAgeMin
,,,,,Forest: Western White Pine Group,,Atmosphere,,,,Biomass: Fine Root,,Net Growth,Net Growth Forest: Atmosphere -> Fine Roots,,1.0000,,,,,
,,,,,Forest: Western White Pine Group,,Atmosphere,,,,Biomass: Foliage,,Net Growth,Net Growth Forest: Atmosphere -> Foliage,,1.0000,,,,,
,,,,,Forest: Western White Pine Group,,Atmosphere,,,,Biomass: Merchantable,,Net Growth,Net Growth Forest: Atmosphere -> Merchantable,,1.0000,,,,,
,,,,,Forest: Western White Pine Group,,Atmosphere,,,,Biomass: Other Wood,,Net Growth,Net Growth Forest: Atmosphere -> Other Wood,,1.0000,,,,,
,,,,,Forest: White/Red/Jack Pine Group,,Atmosphere,,,,Biomass: Coarse Root,,Net Growth,Net Growth Forest: Atmosphere -> Coarse Roots,,1.0000,,,,,
,,,,,Forest: White/Red/Jack Pine Group,,Atmosphere,,,,Biomass: Fine Root,,Net Growth,Net Growth Forest: Atmosphere -> Fine Roots,,1.0000,,,,,
,,,,,Forest: White/Red/Jack Pine Group,,Atmosphere,,,,Biomass: Foliage,,Net Growth,Net Growth Forest: Atmosphere -> Foliage,,1.0000,,,,,
,,,,,Forest: White/Red/Jack Pine Group,,Atmosphere,,,,Biomass: Merchantable,,Net Growth,Net Growth Forest: Atmosphere -> Merchantable,,1.0000,,,,,
,,,,,Forest: White/Red/Jack Pine Group,,Atmosphere,,,,Biomass: Other Wood,,Net Growth,Net Growth Forest: Atmosphere -> Other Wood,,1.0000,,,,,
,,,,,Grassland: All,,Atmosphere,,,,Biomass: Coarse Root,,Net Growth,Net Growth Non Forest: Atmosphere -> Coarse Roots,,1.0000,,,,,
,,,,,Grassland: All,,Atmosphere,,,,Biomass: Fine Root,,Net Growth,Net Growth Non Forest: Atmosphere -> Fine Roots,,1.0000,,,,,
,,,,,Grassland: All,,Atmosphere,,,,Biomass: Foliage,,Net Growth,Net Growth Non Forest: Atmosphere -> Foliage,,1.0000,,,,,
,,,,,Grassland: All,,Atmosphere,,,,Biomass: Merchantable,,Net Growth,Net Growth Non Forest: Atmosphere -> Merchantable,,1.0000,,,,,
,,,,,Grassland: All,,Atmosphere,,,,Biomass: Other Wood,,Net Growth,Net Growth Non Forest: Atmosphere -> Other Wood,,1.0000,,,,,
,,,,,Shrubland: All,,Atmosphere,,,,Biomass: Coarse Root,,Net Growth,Net Growth Non Forest: Atmosphere -> Coarse Roots,,1.0000,,,,,
,,,,,Shrubland: All,,Atmosphere,,,,Biomass: Fine Root,,Net Growth,Net Growth Non Forest: Atmosphere -> Fine Roots,,1.0000,,,,,
,,,,,Shrubland: All,,Atmosphere,,,,Biomass: Foliage,,Net Growth,Net Growth Non Forest: Atmosphere -> Foliage,,1.0000,,,,,
,,,,,Shrubland: All,,Atmosphere,,,,Biomass: Merchantable,,Net Growth,Net Growth Non Forest: Atmosphere -> Merchantable,,1.0000,,,,,
,,,,,Shrubland: All,,Atmosphere,,,,Biomass: Other Wood,,Net Growth,Net Growth Non Forest: Atmosphere -> Other Wood,,1.0000,,,,,
,,,,,Shrubland: Post Fire Shrub,,Atmosphere,,,,Biomass: Coarse Root,,Net Growth,Net Growth Non Forest: Atmosphere -> Coarse Roots,,1.0000,,,,,
,,,,,Shrubland: Post Fire Shrub,,Atmosphere,,,,Biomass: Fine Root,,Net Growth,Net Growth Non Forest: Atmosphere -> Fine Roots,,1.0000,,,,,
,,,,,Shrubland: Post Fire Shrub,,Atmosphere,,,,Biomass: Foliage,,Net Growth,Net Growth Non Forest: Atmosphere -> Foliage,,1.0000,,,,,
,,,,,Shrubland: Post Fire Shrub,,Atmosphere,,,,Biomass: Merchantable,,Net Growth,Net Growth Non Forest: Atmosphere -> Merchantable,,1.0000,,,,,
,,,,,Shrubland: Post Fire Shrub,,Atmosphere,,,,Biomass: Other Wood,,Net Growth,Net Growth Non Forest: Atmosphere -> Other Wood,,1.0000,,,,,
