Iteration,Timestep,FromStratumID,FromSecondaryStratumID,FromTertiaryStratumID,FromStateClassID,FromAgeMin,FromStockTypeID,ToStratumID,ToStateClassID,ToAgeMin,ToStockTypeID,TransitionGroupID,StateAttributeTypeID,FlowTypeID,TargetType,Multiplier,TransferToStratumID,TransferToSecondaryStratumID,TransferToTertiaryStratumID,TransferToStateClassID,TransferToAgeMin
,,,,,,11,Biomass: Merchantable,,,,Atmosphere: CO,Fire: High Severity [Type],,LULC: Emission Live CO,,0.0000,,,,,
,,,,,,11,Biomass: Merchantable,,,,Atmosphere: CO,Fire: Low Severity [Type],,LULC: Emission Live CO,,0.0000,,,,,
,,,,,,11,Biomass: Merchantable,,,,Atmosphere: CO,Fire: Medium Severity [Type],,LULC: Emission Live CO,,0.0000,,,,,
,,,,,,11,Biomass: Merchantable,,,,Atmosphere: CO2,Fire: High Severity [Type],,LULC: Emission Live CO2,,0.0000,,,,,
,,,,,,11,Biomass: Merchantable,,,,Atmosphere: CO2,Fire: Low Severity [Type],,LULC: Emission Live CO2,,0.0000,,,,,
,,,,,,11,Biomass: Merchantable,,,,Atmosphere: CO2,Fire: Medium Severity [Type],,LULC: Emission Live CO2,,0.0000,,,,,
,,,,,,11,Biomass: Merchantable,,,,DOM: Snag Stem,Fire: High Severity [Type],,LULC: Mortality Live,,0.9800,,,,,
,,,,,,11,Biomass: Merchantable,,,,DOM: Snag Stem,Fire: Low Severity [Type],,LULC: Mortality Live,,0.2000,,,,,
,,,,,,11,Biomass: Merchantable,,,,DOM: Snag Stem,Fire: Medium Severity [Type],,LULC: Mortality Live,,0.5000,,,,,
,,,,,,11,Biomass: Other Wood,,,,Atmosphere: CH4,Fire: High Severity [Type],,LULC: Emission Live CH4,,0.0005,,,,,
,,,,,,11,Biomass: Other Wood,,,,Atmosphere: CH4,Fire: Low Severity [Type],,LULC: Emission Live CH4,,0.0000,,,,,
,,,,,,11,Biomass: Other Wood,,,,Atmosphere: CH4,Fire: Medium Severity [Type],,LULC: Emission Live CH4,,0.0002,,,,,
,,,,,,11,Biomass: Other Wood,,,,Atmosphere: CO,Fire: High Severity [Type],,LULC: Emission Live CO,,0.0045,,,,,
,,,,,,11,Biomass: Other Wood,,,,Atmosphere: CO,Fire: Low Severity [Type],,LULC: Emission Live CO,,0.0000,,,,,
,,,,,,11,Biomass: Other Wood,,,,Atmosphere: CO,Fire: Medium Severity [Type],,LULC: Emission Live CO,,0.0018,,,,,
,,,,,,11,Biomass: Other Wood,,,,Atmosphere: CO2,Fire: High Severity [Type],,LULC: Emission Live CO2,,0.0450,,,,,
,,,,,,11,Biomass: Other Wood,,,,Atmosphere: CO2,Fire: Low Severity [Type],,LULC: Emission Live CO2,,0.0000,,,,,
,,,,,,11,Biomass: Other Wood,,,,Atmosphere: CO2,Fire: Medium Severity [Type],,LULC: Emission Live CO2,,0.0180,,,,,
,,,,,,11,Biomass: Other Wood,,,,DOM: Snag Branch,Fire: High Severity [Type],,LULC: Mortality Live,,0.9300,,,,,
,,,,,,11,Biomass: Other Wood,,,,DOM: Snag Branch,Fire: Low Severity [Type],,LULC: Mortality Live,,0.2000,,,,,
,,,,,,11,Biomass: Other Wood,,,,DOM: Snag Branch,Fire: Medium Severity [Type],,LULC: Mortality Live,,0.4800,,,,,
